season,round,url,raceName,date,Circuit_circuitId,Circuit_url,Circuit_circuitName,Circuit_Location_lat,Circuit_Location_long,Circuit_Location_locality,Circuit_Location_country,time,FirstPractice_date,SecondPractice_date,ThirdPractice_date,Qualifying_date,Sprint_date,FirstPractice_time,SecondPractice_time,ThirdPractice_time,Qualifying_time,Sprint_time
2006,14,http://en.wikipedia.org/wiki/2006_Turkish_Grand_Prix,Turkish Grand Prix,2006-08-27,istanbul,http://en.wikipedia.org/wiki/Istanbul_Park,Istanbul Park,40.9517,29.405,Istanbul,Turkey,15:00:00Z,,,,,,,,,,
2006,15,http://en.wikipedia.org/wiki/2006_Italian_Grand_Prix,Italian Grand Prix,2006-09-10,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,14:00:00Z,,,,,,,,,,
2006,16,http://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix,Chinese Grand Prix,2006-10-01,shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,14:00:00Z,,,,,,,,,,
2006,17,http://en.wikipedia.org/wiki/2006_Japanese_Grand_Prix,Japanese Grand Prix,2006-10-08,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,14:00:00Z,,,,,,,,,,
2006,18,http://en.wikipedia.org/wiki/2006_Brazilian_Grand_Prix,Brazilian Grand Prix,2006-10-22,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,14:00:00Z,,,,,,,,,,
2007,1,http://en.wikipedia.org/wiki/2007_Australian_Grand_Prix,Australian Grand Prix,2007-03-18,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,03:00:00Z,,,,,,,,,,
2007,2,http://en.wikipedia.org/wiki/2007_Malaysian_Grand_Prix,Malaysian Grand Prix,2007-04-08,sepang,http://en.wikipedia.org/wiki/Sepang_International_Circuit,Sepang International Circuit,2.76083,101.738,Kuala Lumpur,Malaysia,07:00:00Z,,,,,,,,,,
2007,3,http://en.wikipedia.org/wiki/2007_Bahrain_Grand_Prix,Bahrain Grand Prix,2007-04-15,bahrain,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,11:30:00Z,,,,,,,,,,
2007,4,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix,Spanish Grand Prix,2007-05-13,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,12:00:00Z,,,,,,,,,,
2007,5,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix,Monaco Grand Prix,2007-05-27,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,12:00:00Z,,,,,,,,,,
2007,6,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix,Canadian Grand Prix,2007-06-10,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,17:00:00Z,,,,,,,,,,
2007,7,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix,United States Grand Prix,2007-06-17,indianapolis,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,Indianapolis Motor Speedway,39.795,-86.2347,Indianapolis,USA,17:00:00Z,,,,,,,,,,
2007,8,http://en.wikipedia.org/wiki/2007_French_Grand_Prix,French Grand Prix,2007-07-01,magny_cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Circuit de Nevers Magny-Cours,46.8642,3.16361,Magny Cours,France,12:00:00Z,,,,,,,,,,
2007,9,http://en.wikipedia.org/wiki/2007_British_Grand_Prix,British Grand Prix,2007-07-08,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,12:00:00Z,,,,,,,,,,
2007,10,http://en.wikipedia.org/wiki/2007_European_Grand_Prix,European Grand Prix,2007-07-22,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,12:00:00Z,,,,,,,,,,
2007,11,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix,Hungarian Grand Prix,2007-08-05,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,12:00:00Z,,,,,,,,,,
2007,12,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix,Turkish Grand Prix,2007-08-26,istanbul,http://en.wikipedia.org/wiki/Istanbul_Park,Istanbul Park,40.9517,29.405,Istanbul,Turkey,12:00:00Z,,,,,,,,,,
2007,13,http://en.wikipedia.org/wiki/2007_Italian_Grand_Prix,Italian Grand Prix,2007-09-09,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,12:00:00Z,,,,,,,,,,
2007,14,http://en.wikipedia.org/wiki/2007_Belgian_Grand_Prix,Belgian Grand Prix,2007-09-16,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,12:00:00Z,,,,,,,,,,
2007,15,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,Japanese Grand Prix,2007-09-30,fuji,http://en.wikipedia.org/wiki/Fuji_Speedway,Fuji Speedway,35.3717,138.927,Oyama,Japan,04:30:00Z,,,,,,,,,,
2007,16,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,Chinese Grand Prix,2007-10-07,shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,06:00:00Z,,,,,,,,,,
2007,17,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,Brazilian Grand Prix,2007-10-21,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,16:00:00Z,,,,,,,,,,
2008,1,http://en.wikipedia.org/wiki/2008_Australian_Grand_Prix,Australian Grand Prix,2008-03-16,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,04:30:00Z,,,,,,,,,,
2008,2,http://en.wikipedia.org/wiki/2008_Malaysian_Grand_Prix,Malaysian Grand Prix,2008-03-23,sepang,http://en.wikipedia.org/wiki/Sepang_International_Circuit,Sepang International Circuit,2.76083,101.738,Kuala Lumpur,Malaysia,07:00:00Z,,,,,,,,,,
2008,3,http://en.wikipedia.org/wiki/2008_Bahrain_Grand_Prix,Bahrain Grand Prix,2008-04-06,bahrain,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,11:30:00Z,,,,,,,,,,
2008,4,http://en.wikipedia.org/wiki/2008_Spanish_Grand_Prix,Spanish Grand Prix,2008-04-27,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,12:00:00Z,,,,,,,,,,
2008,5,http://en.wikipedia.org/wiki/2008_Turkish_Grand_Prix,Turkish Grand Prix,2008-05-11,istanbul,http://en.wikipedia.org/wiki/Istanbul_Park,Istanbul Park,40.9517,29.405,Istanbul,Turkey,12:00:00Z,,,,,,,,,,
2008,6,http://en.wikipedia.org/wiki/2008_Monaco_Grand_Prix,Monaco Grand Prix,2008-05-25,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,12:00:00Z,,,,,,,,,,
2008,7,http://en.wikipedia.org/wiki/2008_Canadian_Grand_Prix,Canadian Grand Prix,2008-06-08,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,17:00:00Z,,,,,,,,,,
2008,8,http://en.wikipedia.org/wiki/2008_French_Grand_Prix,French Grand Prix,2008-06-22,magny_cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Circuit de Nevers Magny-Cours,46.8642,3.16361,Magny Cours,France,12:00:00Z,,,,,,,,,,
2008,9,http://en.wikipedia.org/wiki/2008_British_Grand_Prix,British Grand Prix,2008-07-06,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,12:00:00Z,,,,,,,,,,
2008,10,http://en.wikipedia.org/wiki/2008_German_Grand_Prix,German Grand Prix,2008-07-20,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,12:00:00Z,,,,,,,,,,
2008,11,http://en.wikipedia.org/wiki/2008_Hungarian_Grand_Prix,Hungarian Grand Prix,2008-08-03,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,12:00:00Z,,,,,,,,,,
2008,12,http://en.wikipedia.org/wiki/2008_European_Grand_Prix,European Grand Prix,2008-08-24,valencia,http://en.wikipedia.org/wiki/Valencia_Street_Circuit,Valencia Street Circuit,39.4589,-0.331667,Valencia,Spain,12:00:00Z,,,,,,,,,,
2008,13,http://en.wikipedia.org/wiki/2008_Belgian_Grand_Prix,Belgian Grand Prix,2008-09-07,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,12:00:00Z,,,,,,,,,,
2008,14,http://en.wikipedia.org/wiki/2008_Italian_Grand_Prix,Italian Grand Prix,2008-09-14,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,12:00:00Z,,,,,,,,,,
2008,15,http://en.wikipedia.org/wiki/2008_Singapore_Grand_Prix,Singapore Grand Prix,2008-09-28,marina_bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,12:00:00Z,,,,,,,,,,
2008,16,http://en.wikipedia.org/wiki/2008_Japanese_Grand_Prix,Japanese Grand Prix,2008-10-12,fuji,http://en.wikipedia.org/wiki/Fuji_Speedway,Fuji Speedway,35.3717,138.927,Oyama,Japan,04:30:00Z,,,,,,,,,,
2008,17,http://en.wikipedia.org/wiki/2008_Chinese_Grand_Prix,Chinese Grand Prix,2008-10-19,shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,07:00:00Z,,,,,,,,,,
2008,18,http://en.wikipedia.org/wiki/2008_Brazilian_Grand_Prix,Brazilian Grand Prix,2008-11-02,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,17:00:00Z,,,,,,,,,,
2009,1,http://en.wikipedia.org/wiki/2009_Australian_Grand_Prix,Australian Grand Prix,2009-03-29,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,06:00:00Z,,,,,,,,,,
2009,2,http://en.wikipedia.org/wiki/2009_Malaysian_Grand_Prix,Malaysian Grand Prix,2009-04-05,sepang,http://en.wikipedia.org/wiki/Sepang_International_Circuit,Sepang International Circuit,2.76083,101.738,Kuala Lumpur,Malaysia,09:00:00Z,,,,,,,,,,
2009,3,http://en.wikipedia.org/wiki/2009_Chinese_Grand_Prix,Chinese Grand Prix,2009-04-19,shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,07:00:00Z,,,,,,,,,,
2009,4,http://en.wikipedia.org/wiki/2009_Bahrain_Grand_Prix,Bahrain Grand Prix,2009-04-26,bahrain,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,12:00:00Z,,,,,,,,,,
2009,5,http://en.wikipedia.org/wiki/2009_Spanish_Grand_Prix,Spanish Grand Prix,2009-05-10,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,12:00:00Z,,,,,,,,,,
2009,6,http://en.wikipedia.org/wiki/2009_Monaco_Grand_Prix,Monaco Grand Prix,2009-05-24,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,12:00:00Z,,,,,,,,,,
2009,7,http://en.wikipedia.org/wiki/2009_Turkish_Grand_Prix,Turkish Grand Prix,2009-06-07,istanbul,http://en.wikipedia.org/wiki/Istanbul_Park,Istanbul Park,40.9517,29.405,Istanbul,Turkey,12:00:00Z,,,,,,,,,,
2009,8,http://en.wikipedia.org/wiki/2009_British_Grand_Prix,British Grand Prix,2009-06-21,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,12:00:00Z,,,,,,,,,,
2009,9,http://en.wikipedia.org/wiki/2009_German_Grand_Prix,German Grand Prix,2009-07-12,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,12:00:00Z,,,,,,,,,,
2009,10,http://en.wikipedia.org/wiki/2009_Hungarian_Grand_Prix,Hungarian Grand Prix,2009-07-26,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,12:00:00Z,,,,,,,,,,
2009,11,http://en.wikipedia.org/wiki/2009_European_Grand_Prix,European Grand Prix,2009-08-23,valencia,http://en.wikipedia.org/wiki/Valencia_Street_Circuit,Valencia Street Circuit,39.4589,-0.331667,Valencia,Spain,12:00:00Z,,,,,,,,,,
2009,12,http://en.wikipedia.org/wiki/2009_Belgian_Grand_Prix,Belgian Grand Prix,2009-08-30,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,12:00:00Z,,,,,,,,,,
2009,13,http://en.wikipedia.org/wiki/2009_Italian_Grand_Prix,Italian Grand Prix,2009-09-13,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,12:00:00Z,,,,,,,,,,
2009,14,http://en.wikipedia.org/wiki/2009_Singapore_Grand_Prix,Singapore Grand Prix,2009-09-27,marina_bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,12:00:00Z,,,,,,,,,,
2009,15,http://en.wikipedia.org/wiki/2009_Japanese_Grand_Prix,Japanese Grand Prix,2009-10-04,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,05:00:00Z,,,,,,,,,,
2009,16,http://en.wikipedia.org/wiki/2009_Brazilian_Grand_Prix,Brazilian Grand Prix,2009-10-18,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,16:00:00Z,,,,,,,,,,
2009,17,http://en.wikipedia.org/wiki/2009_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,2009-11-01,yas_marina,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,Yas Marina Circuit,24.4672,54.6031,Abu Dhabi,UAE,11:00:00Z,,,,,,,,,,
2010,1,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix,Bahrain Grand Prix,2010-03-14,bahrain,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,12:00:00Z,,,,,,,,,,
2010,2,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix,Australian Grand Prix,2010-03-28,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,06:00:00Z,,,,,,,,,,
2010,3,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix,Malaysian Grand Prix,2010-04-04,sepang,http://en.wikipedia.org/wiki/Sepang_International_Circuit,Sepang International Circuit,2.76083,101.738,Kuala Lumpur,Malaysia,08:00:00Z,,,,,,,,,,
2010,4,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix,Chinese Grand Prix,2010-04-18,shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,06:00:00Z,,,,,,,,,,
2010,5,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix,Spanish Grand Prix,2010-05-09,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,12:00:00Z,,,,,,,,,,
2010,6,http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix,Monaco Grand Prix,2010-05-16,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,12:00:00Z,,,,,,,,,,
2010,7,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix,Turkish Grand Prix,2010-05-30,istanbul,http://en.wikipedia.org/wiki/Istanbul_Park,Istanbul Park,40.9517,29.405,Istanbul,Turkey,11:00:00Z,,,,,,,,,,
2010,8,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix,Canadian Grand Prix,2010-06-13,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,16:00:00Z,,,,,,,,,,
2010,9,http://en.wikipedia.org/wiki/2010_European_Grand_Prix,European Grand Prix,2010-06-27,valencia,http://en.wikipedia.org/wiki/Valencia_Street_Circuit,Valencia Street Circuit,39.4589,-0.331667,Valencia,Spain,12:00:00Z,,,,,,,,,,
2010,10,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,British Grand Prix,2010-07-11,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,12:00:00Z,,,,,,,,,,
2010,11,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,German Grand Prix,2010-07-25,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,12:00:00Z,,,,,,,,,,
2010,12,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix,Hungarian Grand Prix,2010-08-01,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,12:00:00Z,,,,,,,,,,
2010,13,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,Belgian Grand Prix,2010-08-29,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,12:00:00Z,,,,,,,,,,
2010,14,http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix,Italian Grand Prix,2010-09-12,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,12:00:00Z,,,,,,,,,,
2010,15,http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix,Singapore Grand Prix,2010-09-26,marina_bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,12:00:00Z,,,,,,,,,,
2010,16,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,Japanese Grand Prix,2010-10-10,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,06:00:00Z,,,,,,,,,,
2010,17,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix,Korean Grand Prix,2010-10-24,yeongam,http://en.wikipedia.org/wiki/Korean_International_Circuit,Korean International Circuit,34.7333,126.417,Yeongam County,Korea,05:00:00Z,,,,,,,,,,
2010,18,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix,Brazilian Grand Prix,2010-11-07,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,16:00:00Z,,,,,,,,,,
2010,19,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,2010-11-14,yas_marina,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,Yas Marina Circuit,24.4672,54.6031,Abu Dhabi,UAE,13:00:00Z,,,,,,,,,,
2011,1,http://en.wikipedia.org/wiki/2011_Australian_Grand_Prix,Australian Grand Prix,2011-03-27,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,06:00:00Z,,,,,,,,,,
2011,2,http://en.wikipedia.org/wiki/2011_Malaysian_Grand_Prix,Malaysian Grand Prix,2011-04-10,sepang,http://en.wikipedia.org/wiki/Sepang_International_Circuit,Sepang International Circuit,2.76083,101.738,Kuala Lumpur,Malaysia,08:00:00Z,,,,,,,,,,
2011,3,http://en.wikipedia.org/wiki/2011_Chinese_Grand_Prix,Chinese Grand Prix,2011-04-17,shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,07:00:00Z,,,,,,,,,,
2011,4,http://en.wikipedia.org/wiki/2011_Turkish_Grand_Prix,Turkish Grand Prix,2011-05-08,istanbul,http://en.wikipedia.org/wiki/Istanbul_Park,Istanbul Park,40.9517,29.405,Istanbul,Turkey,12:00:00Z,,,,,,,,,,
2011,5,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,Spanish Grand Prix,2011-05-22,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,12:00:00Z,,,,,,,,,,
2011,6,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,Monaco Grand Prix,2011-05-29,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,12:00:00Z,,,,,,,,,,
2011,7,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,Canadian Grand Prix,2011-06-12,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,17:00:00Z,,,,,,,,,,
2011,8,http://en.wikipedia.org/wiki/2011_European_Grand_Prix,European Grand Prix,2011-06-26,valencia,http://en.wikipedia.org/wiki/Valencia_Street_Circuit,Valencia Street Circuit,39.4589,-0.331667,Valencia,Spain,12:00:00Z,,,,,,,,,,
2011,9,http://en.wikipedia.org/wiki/2011_British_Grand_Prix,British Grand Prix,2011-07-10,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,12:00:00Z,,,,,,,,,,
2011,10,http://en.wikipedia.org/wiki/2011_German_Grand_Prix,German Grand Prix,2011-07-24,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,12:00:00Z,,,,,,,,,,
2011,11,http://en.wikipedia.org/wiki/2011_Hungarian_Grand_Prix,Hungarian Grand Prix,2011-07-31,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,12:00:00Z,,,,,,,,,,
2011,12,http://en.wikipedia.org/wiki/2011_Belgian_Grand_Prix,Belgian Grand Prix,2011-08-28,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,12:00:00Z,,,,,,,,,,
2011,13,http://en.wikipedia.org/wiki/2011_Italian_Grand_Prix,Italian Grand Prix,2011-09-11,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,12:00:00Z,,,,,,,,,,
2011,14,http://en.wikipedia.org/wiki/2011_Singapore_Grand_Prix,Singapore Grand Prix,2011-09-25,marina_bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,12:00:00Z,,,,,,,,,,
2011,15,http://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix,Japanese Grand Prix,2011-10-09,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,06:00:00Z,,,,,,,,,,
2011,16,http://en.wikipedia.org/wiki/2011_Korean_Grand_Prix,Korean Grand Prix,2011-10-16,yeongam,http://en.wikipedia.org/wiki/Korean_International_Circuit,Korean International Circuit,34.7333,126.417,Yeongam County,Korea,06:00:00Z,,,,,,,,,,
2011,17,http://en.wikipedia.org/wiki/2011_Indian_Grand_Prix,Indian Grand Prix,2011-10-30,buddh,http://en.wikipedia.org/wiki/Buddh_International_Circuit,Buddh International Circuit,28.3487,77.5331,Uttar Pradesh,India,09:30:00Z,,,,,,,,,,
2011,18,http://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,2011-11-13,yas_marina,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,Yas Marina Circuit,24.4672,54.6031,Abu Dhabi,UAE,13:00:00Z,,,,,,,,,,
2011,19,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,Brazilian Grand Prix,2011-11-27,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,16:00:00Z,,,,,,,,,,
2012,1,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,Australian Grand Prix,2012-03-18,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,06:00:00Z,,,,,,,,,,
2012,2,http://en.wikipedia.org/wiki/2012_Malaysian_Grand_Prix,Malaysian Grand Prix,2012-03-25,sepang,http://en.wikipedia.org/wiki/Sepang_International_Circuit,Sepang International Circuit,2.76083,101.738,Kuala Lumpur,Malaysia,08:00:00Z,,,,,,,,,,
2012,3,http://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix,Chinese Grand Prix,2012-04-15,shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,07:00:00Z,,,,,,,,,,
